id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,vote_count,vote_average,comb
321741,Peter Landesman,Will Smith,Alec Baldwin,Albert Brooks,Drama,concussion,823,7,Will Smith Alec Baldwin Albert Brooks Peter Landesman Drama
59965,John Singleton,Taylor Lautner,Lily Collins,Alfred Molina,Thriller Action Mystery,abduction,961,5.6,Taylor Lautner Lily Collins Alfred Molina John Singleton Thriller Action Mystery
14175,Gary Chapman,Ewan McGregor,Ricky Gervais,Tim Curry,Animation Family Adventure,valiant,235,5.2,Ewan McGregor Ricky Gervais Tim Curry Gary Chapman Animation Family Adventure
11004,Curtis Hanson,Michael Douglas,Tobey Maguire,Frances McDormand,Comedy Drama,wonder boys,161,6.9,Michael Douglas Tobey Maguire Frances McDormand Curtis Hanson Comedy Drama
11918,Craig Mazin,Drake Bell,Sara Paxton,Leslie Nielsen,Action Comedy Sci-Fi,superhero movie,379,4.9,Drake Bell Sara Paxton Leslie Nielsen Craig Mazin Action Comedy Sci-Fi
98357,Allen Hughes,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,Thriller Crime Drama,broken city,593,5.7,Mark Wahlberg Russell Crowe Catherine Zeta-Jones Allen Hughes Thriller Crime Drama
10012,Wes Craven,Portia de Rossi,Christina Ricci,Jesse Eisenberg,Horror Comedy,cursed,167,5.1,Portia de Rossi Christina Ricci Jesse Eisenberg Wes Craven Horror Comedy
49526,David Koepp,Joseph Gordon-Levitt,Michael Shannon,Dania Ramirez,Crime Action Thriller,premium rush,832,6.2,Joseph Gordon-Levitt Michael Shannon Dania Ramirez David Koepp Crime Action Thriller
268920,Anne Fletcher,Reese Witherspoon,Sofía Vergara,Michael Mosley,Action Comedy Crime,hot pursuit,647,5.4,Reese Witherspoon Sofía Vergara Michael Mosley Anne Fletcher Action Comedy Crime
9093,Shekhar Kapur,Heath Ledger,Wes Bentley,Kate Hudson,War Adventure Drama Romance,the four feathers,159,6.5,Heath Ledger Wes Bentley Kate Hudson Shekhar Kapur War Adventure Drama Romance
119283,Taylor Hackford,Jason Statham,Jennifer Lopez,Nick Nolte,Action Crime,parker,1455,5.7,Jason Statham Jennifer Lopez Nick Nolte Taylor Hackford Action Crime
11823,Richard Loncraine,Kirsten Dunst,Paul Bettany,Sam Neill,Comedy Romance,wimbledon,293,6,Kirsten Dunst Paul Bettany Sam Neill Richard Loncraine Comedy Romance
35169,Roger Kumble,Brendan Fraser,Ken Jeong,Brooke Shields,Comedy,furry vengeance,149,4.6,Brendan Fraser Ken Jeong Brooke Shields Roger Kumble Comedy
118957,Kimble Rendall,Sharni Vinson,Phoebe Tonkin,Julian McMahon,Action Horror Thriller,bait,191,5.3,Sharni Vinson Phoebe Tonkin Julian McMahon Kimble Rendall Action Horror Thriller
849,Peter Yates,Ken Marshall,Lysette Anthony,Francesca Annis,Fantasy Action Adventure,krull,129,5.8,Ken Marshall Lysette Anthony Francesca Annis Peter Yates Fantasy Action Adventure
4515,Robert Redford,Robert Redford,Meryl Streep,Tom Cruise,Action Adventure Drama History,lions for lambs,216,6,Robert Redford Meryl Streep Tom Cruise Robert Redford Action Adventure Drama History
18886,John Milius,Danny Glover,Willem Dafoe,Brad Johnson,Action Adventure Drama Thriller,flight of the intruder,31,5.7,Danny Glover Willem Dafoe Brad Johnson John Milius Action Adventure Drama Thriller
6575,Jake Kasdan,John C. Reilly,Jenna Fischer,Tim Meadows,Comedy Music,walk hard: the dewey cox story,212,6.6,John C. Reilly Jenna Fischer Tim Meadows Jake Kasdan Comedy Music
6440,Lasse Hallström,Kevin Spacey,Julianne Moore,Cate Blanchett,Drama Romance,the shipping news,108,6.4,Kevin Spacey Julianne Moore Cate Blanchett Lasse Hallström Drama Romance
13496,Les Mayfield,Colin Farrell,Scott Caan,Ali Larter,Action Western,american outlaws,55,5.7,Colin Farrell Scott Caan Ali Larter Les Mayfield Action Western
18320,Jean-Marc Vallée,Emily Blunt,Jim Broadbent,Mark Strong,Drama History Romance,the young victoria,322,7,Emily Blunt Jim Broadbent Mark Strong Jean-Marc Vallée Drama History Romance
22787,Dominic Sena,Kate Beckinsale,Gabriel Macht,Tom Skerritt,Action Crime Mystery Thriller,whiteout,220,5.3,Kate Beckinsale Gabriel Macht Tom Skerritt Dominic Sena Action Crime Mystery Thriller
8967,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain,Drama Fantasy,the tree of life,987,6.5,Brad Pitt Sean Penn Jessica Chastain Terrence Malick Drama Fantasy
37498,Tsui Hark,Jean-Claude Van Damme,Lela Rochon,Paul Sorvino,Action Adventure Thriller,knock off,64,4.7,Jean-Claude Van Damme Lela Rochon Paul Sorvino Tsui Hark Action Adventure Thriller
144336,David Ayer,Arnold Schwarzenegger,Sam Worthington,Mireille Enos,Action Drama Thriller Crime,sabotage,555,5.5,Arnold Schwarzenegger Sam Worthington Mireille Enos David Ayer Action Drama Thriller Crime
9616,Brian Helgeland,Heath Ledger,Shannyn Sossamon,Benno Fürmann,Drama Fantasy Horror Mystery Romance Thriller,the order,91,4.8,Heath Ledger Shannyn Sossamon Benno Fürmann Brian Helgeland Drama Fantasy Horror Mystery Romance Thriller
13056,Lexi Alexander,Ray Stevenson,Dominic West,Julie Benz,Action Crime,punisher: war zone,294,5.6,Ray Stevenson Dominic West Julie Benz Lexi Alexander Action Crime
14113,Peter Hewitt,Tim Allen,Courteney Cox,Chevy Chase,Family Fantasy Comedy,zoom,135,4.9,Tim Allen Courteney Cox Chevy Chase Peter Hewitt Family Fantasy Comedy
285783,Robert Zemeckis,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,Adventure Drama Thriller,the walk,1121,6.9,Joseph Gordon-Levitt Ben Kingsley Charlotte Le Bon Robert Zemeckis Adventure Drama Thriller
49478,Ronny Yu,Angus Macfadyen,Mario Yedidia,Marley Shelton,Fantasy Family Action,warriors of virtue,9,4.7,Angus Macfadyen Mario Yedidia Marley Shelton Ronny Yu Fantasy Family Action
9726,Ridley Scott,Russell Crowe,Marion Cotillard,Albert Finney,Comedy Drama Romance,a good year,357,6.5,Russell Crowe Marion Cotillard Albert Finney Ridley Scott Comedy Drama Romance
20763,Richard Donner,Elijah Wood,Lorraine Bracco,Adam Baldwin,Drama,radio flyer,53,6.6,Elijah Wood Lorraine Bracco Adam Baldwin Richard Donner Drama
9702,Taylor Hackford,Дэмиан Чапа,Jesse Borrego,Benjamin Bratt,Action Crime Drama Thriller,bound by honor,115,7.7,Дэмиан Чапа Jesse Borrego Benjamin Bratt Taylor Hackford Action Crime Drama Thriller
9311,Bille August,Julia Ormond,Gabriel Byrne,Richard Harris,Action Crime Drama Mystery Thriller,smilla's sense of snow,60,6.6,Julia Ormond Gabriel Byrne Richard Harris Bille August Action Crime Drama Mystery Thriller
9280,Brian De Palma,Rebecca Romijn,Antonio Banderas,Peter Coyote,Thriller Crime Romance,femme fatale,142,6.2,Rebecca Romijn Antonio Banderas Peter Coyote Brian De Palma Thriller Crime Romance
26843,Moustapha Akkad,Anthony Quinn,Rod Steiger,Oliver Reed,Action History War,lion of the desert,34,7.4,Anthony Quinn Rod Steiger Oliver Reed Moustapha Akkad Action History War
11876,Jean-Paul Rappeneau,Juliette Binoche,Olivier Martinez,Pierre Arditi,War Adventure Drama Romance,the horseman on the roof,25,6.7,Juliette Binoche Olivier Martinez Pierre Arditi Jean-Paul Rappeneau War Adventure Drama Romance
22267,Ang Lee,Tobey Maguire,Skeet Ulrich,Jeffrey Wright,Drama War Romance Western,ride with the devil,49,6.6,Tobey Maguire Skeet Ulrich Jeffrey Wright Ang Lee Drama War Romance Western
45958,Alejandro González Iñárritu,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Drama,biutiful,291,7,Javier Bardem Maricel Álvarez Hanaa Bouchaib Alejandro González Iñárritu Drama
1969,Joachim Rønning Espen Sandberg,Penélope Cruz,Salma Hayek,Dwight Yoakam,Action Comedy Western Crime,bandidas,307,5.8,Penélope Cruz Salma Hayek Dwight Yoakam Joachim Rønning Espen Sandberg Action Comedy Western Crime
198663,Wes Ball,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,Action Mystery Sci-Fi Thriller,the maze runner,5371,7,Dylan O'Brien Ki Hong Lee Kaya Scodelario Wes Ball Action Mystery Sci-Fi Thriller
239573,Ken Scott,Vince Vaughn,Dave Franco,James Marsden,Comedy,unfinished business,320,5,Vince Vaughn Dave Franco James Marsden Ken Scott Comedy
10436,Martin Scorsese,Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Drama Romance,the age of innocence,169,7,Daniel Day-Lewis Michelle Pfeiffer Winona Ryder Martin Scorsese Drama Romance
1381,Darren Aronofsky,Hugh Jackman,Rachel Weisz,Ellen Burstyn,Drama Adventure Sci-Fi Romance,the fountain,827,6.8,Hugh Jackman Rachel Weisz Ellen Burstyn Darren Aronofsky Drama Adventure Sci-Fi Romance
2162,Hugh Johnson,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,Action Comedy Thriller,chill factor,29,5.3,Cuba Gooding Jr. Skeet Ulrich Peter Firth Hugh Johnson Action Comedy Thriller
127493,Simon West,Nicolas Cage,Malin Åkerman,Josh Lucas,Action Crime Drama Thriller,stolen,344,5.1,Nicolas Cage Malin Åkerman Josh Lucas Simon West Action Crime Drama Thriller
12429,Hayao Miyazaki,Yuria Nara,Hiroki Doi,George Tokoro,Animation Family,ponyo,926,7.5,Yuria Nara Hiroki Doi George Tokoro Hayao Miyazaki Animation Family
228205,"George Tillman, Jr.",Scott Eastwood,Britt Robertson,Lolita Davidovich,Drama Romance,the longest ride,1064,7.3,"Scott Eastwood Britt Robertson Lolita Davidovich George Tillman, Jr. Drama Romance"
2900,Rand Ravich,Johnny Depp,Charlize Theron,Joe Morton,Drama Sci-Fi Thriller,the astronaut's wife,254,5.4,Johnny Depp Charlize Theron Joe Morton Rand Ravich Drama Sci-Fi Thriller
21311,Hugh Hudson,Kim Basinger,Vincent Pérez,Liam Aiken,Romance Drama Adventure,i dreamed of africa,18,5.3,Kim Basinger Vincent Pérez Liam Aiken Hugh Hudson Romance Drama Adventure
77875,Gabriele Muccino,Gerard Butler,Jessica Biel,Uma Thurman,Comedy Romance,playing for keeps,240,5.4,Gerard Butler Jessica Biel Uma Thurman Gabriele Muccino Comedy Romance
192136,Justin Chadwick,Idris Elba,Naomie Harris,Tony Kgoroge,Drama History,mandela: long walk to freedom,224,6.5,Idris Elba Naomie Harris Tony Kgoroge Justin Chadwick Drama History
18254,Warren Beatty,Warren Beatty,Diane Keaton,Edward Herrmann,Drama History,reds,67,7.1,Warren Beatty Diane Keaton Edward Herrmann Warren Beatty Drama History
881,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Drama,a few good men,877,7.1,Tom Cruise Jack Nicholson Demi Moore Rob Reiner Drama
10877,Andrzej Bartkowiak,Steven Seagal,DMX,Isaiah Washington,Action Crime Thriller,exit wounds,110,5.3,Steven Seagal DMX Isaiah Washington Andrzej Bartkowiak Action Crime Thriller
9600,Raja Gosnell,Martin Lawrence,Nia Long,Paul Giamatti,Crime Comedy,big momma's house,506,5.6,Martin Lawrence Nia Long Paul Giamatti Raja Gosnell Crime Comedy
202575,Ben Stassen Jeremy Degruson,Brianne Siddall,Joey Camen,Elisa Gabrielli,Family Fantasy Animation Adventure,thunder and the house of magic,121,6.3,Brianne Siddall Joey Camen Elisa Gabrielli Ben Stassen Jeremy Degruson Family Fantasy Animation Adventure
71469,Chris Gorak,Emile Hirsch,Rachael Taylor,Olivia Thirlby,Horror Action Thriller Sci-Fi,the darkest hour,469,4.8,Emile Hirsch Rachael Taylor Olivia Thirlby Chris Gorak Horror Action Thriller Sci-Fi
85446,Scott Speer,Kathryn McCormick,Ryan Guzman,Stephen Boss,Music Drama Romance,step up revolution,663,6.7,Kathryn McCormick Ryan Guzman Stephen Boss Scott Speer Music Drama Romance
326,David R. Ellis,Samuel L. Jackson,Julianna Margulies,Kenan Thompson,Action Crime Horror Thriller,snakes on a plane,497,5.1,Samuel L. Jackson Julianna Margulies Kenan Thompson David R. Ellis Action Crime Horror Thriller
10685,Joe Charbanic,James Spader,Keanu Reeves,Marisa Tomei,Mystery Thriller,the watcher,110,4.9,James Spader Keanu Reeves Marisa Tomei Joe Charbanic Mystery Thriller
7220,Jonathan Hensleigh,Thomas Jane,John Travolta,Will Patton,Action Crime Drama,the punisher,766,6.1,Thomas Jane John Travolta Will Patton Jonathan Hensleigh Action Crime Drama
9763,Danny Cannon,Kuno Becker,Alessandro Nivola,Anna Friel,Drama,goal!: the dream begins,238,6.6,Kuno Becker Alessandro Nivola Anna Friel Danny Cannon Drama
72387,Boaz Yakin,Jason Statham,Chris Sarandon,James Hong,Action Crime Thriller,safe,799,6.3,Jason Statham Chris Sarandon James Hong Boaz Yakin Action Crime Thriller
12596,Mike Newell,John Cusack,Billy Bob Thornton,Cate Blanchett,Comedy Drama,pushing tin,116,5.7,John Cusack Billy Bob Thornton Cate Blanchett Mike Newell Comedy Drama
1892,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Adventure Action Sci-Fi,return of the jedi,4665,7.9,Mark Hamill Harrison Ford Carrie Fisher Richard Marquand Adventure Action Sci-Fi
13460,Neil Marshall,Rhona Mitra,Bob Hoskins,Malcolm McDowell,Action Thriller Sci-Fi,doomsday,363,5.8,Rhona Mitra Bob Hoskins Malcolm McDowell Neil Marshall Action Thriller Sci-Fi
8055,Stephen Daldry,Kate Winslet,Ralph Fiennes,David Kross,Drama Romance,the reader,813,7.2,Kate Winslet Ralph Fiennes David Kross Stephen Daldry Drama Romance
50647,David Wain,Paul Rudd,Jennifer Aniston,Justin Theroux,Comedy,wanderlust,394,5.3,Paul Rudd Jennifer Aniston Justin Theroux David Wain Comedy
10719,Jon Favreau,Will Ferrell,James Caan,Zooey Deschanel,Comedy Family Fantasy,elf,987,6.4,Will Ferrell James Caan Zooey Deschanel Jon Favreau Comedy Family Fantasy
9294,Jon Turteltaub,John Travolta,Kyra Sedgwick,Forest Whitaker,Drama Fantasy Romance Sci-Fi,phenomenon,323,6.2,John Travolta Kyra Sedgwick Forest Whitaker Jon Turteltaub Drama Fantasy Romance Sci-Fi
11888,Brian Levant,Jim Belushi,Cuba Gooding Jr.,James Coburn,Adventure Comedy Family,snow dogs,185,5.3,Jim Belushi Cuba Gooding Jr. James Coburn Brian Levant Adventure Comedy Family
9647,Richard Donner,Bill Murray,Karen Allen,John Forsythe,Fantasy Comedy Drama,scrooged,390,6.7,Bill Murray Karen Allen John Forsythe Richard Donner Fantasy Comedy Drama
9353,Jared Hess,Jack Black,Ana de la Reguera,Héctor Jiménez,Comedy Family,nacho libre,359,5.6,Jack Black Ana de la Reguera Héctor Jiménez Jared Hess Comedy Family
55721,Paul Feig,Kristen Wiig,Rose Byrne,Maya Rudolph,Comedy Romance,bridesmaids,1661,6.5,Kristen Wiig Rose Byrne Maya Rudolph Paul Feig Comedy Romance
109414,Seth Rogen Evan Goldberg,James Franco,Jonah Hill,Seth Rogen,Action Comedy,this is the end,2359,6.3,James Franco Jonah Hill Seth Rogen Seth Rogen Evan Goldberg Action Comedy
10307,Rupert Wainwright,Patricia Arquette,Gabriel Byrne,Jonathan Pryce,Horror,stigmata,242,6,Patricia Arquette Gabriel Byrne Jonathan Pryce Rupert Wainwright Horror
11978,"George Tillman, Jr.",Robert De Niro,Cuba Gooding Jr.,Charlize Theron,Drama,men of honor,544,7,"Robert De Niro Cuba Gooding Jr. Charlize Theron George Tillman, Jr. Drama"
22907,John Luessenhop,Chris Brown,Hayden Christensen,Matt Dillon,Action Crime Drama Thriller,takers,394,6,Chris Brown Hayden Christensen Matt Dillon John Luessenhop Action Crime Drama Thriller
87567,Justin Zackham,Robert De Niro,Diane Keaton,Katherine Heigl,Comedy,the big wedding,414,5.7,Robert De Niro Diane Keaton Katherine Heigl Justin Zackham Comedy
38322,John Whitesell,Martin Lawrence,Brandon T. Jackson,Portia Doubleday,Crime Comedy Action,"big mommas: like father, like son",313,5.3,Martin Lawrence Brandon T. Jackson Portia Doubleday John Whitesell Crime Comedy Action
45612,Duncan Jones,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Thriller Sci-Fi Mystery,source code,2699,7.1,Jake Gyllenhaal Michelle Monaghan Vera Farmiga Duncan Jones Thriller Sci-Fi Mystery
7305,Frank Marshall,Ethan Hawke,Vincent Spano,Josh Hamilton,Action Adventure Drama Thriller,alive,374,6.7,Ethan Hawke Vincent Spano Josh Hamilton Frank Marshall Action Adventure Drama Thriller
3594,Joel Schumacher,Jim Carrey,Virginia Madsen,Logan Lerman,Thriller Drama Mystery,the number 23,1018,6.3,Jim Carrey Virginia Madsen Logan Lerman Joel Schumacher Thriller Drama Mystery
157841,Jean-Pierre Jeunet,Kyle Catlett,Helena Bonham Carter,Judy Davis,Adventure Drama Family,the young and prodigious t.s. spivet,232,6.7,Kyle Catlett Helena Bonham Carter Judy Davis Jean-Pierre Jeunet Adventure Drama Family
11519,Steven Spielberg,Dan Aykroyd,Ned Beatty,John Belushi,Action Comedy,1941,143,5.6,Dan Aykroyd Ned Beatty John Belushi Steven Spielberg Action Comedy
12920,John Gatins,Kurt Russell,Dakota Fanning,Kris Kristofferson,Drama Family,dreamer: inspired by a true story,67,6.3,Kurt Russell Dakota Fanning Kris Kristofferson John Gatins Drama Family
59,David Cronenberg,Viggo Mortensen,Maria Bello,Heidi Hayes,Drama Thriller Crime,a history of violence,832,6.9,Viggo Mortensen Maria Bello Heidi Hayes David Cronenberg Drama Thriller Crime
9335,Louis Leterrier,Jason Statham,Amber Valletta,Kate Nauta,Action Thriller Crime,transporter 2,1061,6.2,Jason Statham Amber Valletta Kate Nauta Louis Leterrier Action Thriller Crime
12106,Sam Raimi,Sharon Stone,Gene Hackman,Russell Crowe,Action Western,the quick and the dead,427,6.3,Sharon Stone Gene Hackman Russell Crowe Sam Raimi Action Western
11141,Peter Howitt,Pierce Brosnan,Julianne Moore,Michael Sheen,Action Comedy Romance Thriller,laws of attraction,104,5.6,Pierce Brosnan Julianne Moore Michael Sheen Peter Howitt Action Comedy Romance Thriller
8649,Martin Scorsese,Nicolas Cage,Patricia Arquette,John Goodman,Drama,bringing out the dead,225,6.6,Nicolas Cage Patricia Arquette John Goodman Martin Scorsese Drama
31867,Miguel Sapochnik,Jude Law,Forest Whitaker,Alice Braga,Action Sci-Fi Thriller Crime,repo men,620,6.2,Jude Law Forest Whitaker Alice Braga Miguel Sapochnik Action Sci-Fi Thriller Crime
10253,Shim Hyung-Rae,Jason Behr,Robert Forster,Aimee Garcia,Fantasy Drama Horror Action Thriller Sci-Fi,dragon wars: d-war,104,4,Jason Behr Robert Forster Aimee Garcia Shim Hyung-Rae Fantasy Drama Horror Action Thriller Sci-Fi
3587,Norman Jewison,Whoopi Goldberg,Gérard Depardieu,Haley Joel Osment,Fantasy Comedy Family,bogus,44,5.4,Whoopi Goldberg Gérard Depardieu Haley Joel Osment Norman Jewison Fantasy Comedy Family
124459,Don Scardino,Steve Carell,Jim Carrey,Steve Buscemi,Comedy,the incredible burt wonderstone,724,5.3,Steve Carell Jim Carrey Steve Buscemi Don Scardino Comedy
24662,Mark Dindal,Scott Bakula,Jasmine Guy,Natalie Cole,Animation Comedy Family Music,cats don't dance,24,7.1,Scott Bakula Jasmine Guy Natalie Cole Mark Dindal Animation Comedy Family Music
32274,Tim Robbins,Hank Azaria,Rubén Blades,Joan Cusack,Drama,cradle will rock,18,7.2,Hank Azaria Rubén Blades Joan Cusack Tim Robbins Drama
182,Steven Soderbergh,George Clooney,Cate Blanchett,Tobey Maguire,War Crime Drama Mystery Romance Thriller,the good german,86,5.9,George Clooney Cate Blanchett Tobey Maguire Steven Soderbergh War Crime Drama Mystery Romance Thriller
5494,Tom Reeve,James Purefoy,Piper Perabo,Patrick Swayze,Adventure,george and the dragon,13,5,James Purefoy Piper Perabo Patrick Swayze Tom Reeve Adventure
28,Francis Ford Coppola,Martin Sheen,Marlon Brando,Robert Duvall,Drama War,apocalypse now,2055,8,Martin Sheen Marlon Brando Robert Duvall Francis Ford Coppola Drama War
38073,Nanette Burstein,Drew Barrymore,Justin Long,Charlie Day,Comedy Drama Romance,going the distance,262,6,Drew Barrymore Justin Long Charlie Day Nanette Burstein Comedy Drama Romance
2054,Stephen Herek,Richard Dreyfuss,Glenne Headly,Jay Thomas,Music Drama Family,mr. holland's opus,113,6.9,Richard Dreyfuss Glenne Headly Jay Thomas Stephen Herek Music Drama Family
302156,Ariel Vromen,Kevin Costner,Gary Oldman,Tommy Lee Jones,Action,criminal,557,5.7,Kevin Costner Gary Oldman Tommy Lee Jones Ariel Vromen Action
606,Sydney Pollack,Meryl Streep,Robert Redford,Klaus Maria Brandauer,Drama,out of africa,279,7,Meryl Streep Robert Redford Klaus Maria Brandauer Sydney Pollack Drama
87502,Robert Zemeckis,Denzel Washington,Don Cheadle,Bruce Greenwood,Drama,flight,2415,6.5,Denzel Washington Don Cheadle Bruce Greenwood Robert Zemeckis Drama
698,Lewis Gilbert,Roger Moore,Lois Chiles,Michael Lonsdale,Action Adventure Thriller Sci-Fi,moonraker,541,5.9,Roger Moore Lois Chiles Michael Lonsdale Lewis Gilbert Action Adventure Thriller Sci-Fi
120467,Wes Anderson,Ralph Fiennes,Tony Revolori,F. Murray Abraham,Comedy Drama,the grand budapest hotel,4519,8,Ralph Fiennes Tony Revolori F. Murray Abraham Wes Anderson Comedy Drama
11313,Scott Hicks,Anthony Hopkins,Anton Yelchin,Hope Davis,Drama Mystery,hearts in atlantis,131,6.4,Anthony Hopkins Anton Yelchin Hope Davis Scott Hicks Drama Mystery
6488,Frank Marshall,Jeff Daniels,Harley Jane Kozak,Garette Ratliff Henson,Comedy Horror,arachnophobia,433,6.2,Jeff Daniels Harley Jane Kozak Garette Ratliff Henson Frank Marshall Comedy Horror
10559,Gregory Hoblit,Dennis Quaid,Jim Caviezel,Andre Braugher,Crime Drama Sci-Fi Thriller,frequency,462,7,Dennis Quaid Jim Caviezel Andre Braugher Gregory Hoblit Crime Drama Sci-Fi Thriller
296099,John Francis Daley Jonathan M. Goldstein,Ed Helms,Christina Applegate,Skyler Gisondo,Comedy,vacation,1195,6.2,Ed Helms Christina Applegate Skyler Gisondo John Francis Daley Jonathan M. Goldstein Comedy
8012,Barry Sonnenfeld,John Travolta,Gene Hackman,Rene Russo,Comedy Thriller Crime,get shorty,302,6.4,John Travolta Gene Hackman Rene Russo Barry Sonnenfeld Comedy Thriller Crime
1574,Rob Marshall,Catherine Zeta-Jones,Renée Zellweger,Queen Latifah,Action Comedy Crime Drama Music,chicago,677,6.9,Catherine Zeta-Jones Renée Zellweger Queen Latifah Rob Marshall Action Comedy Crime Drama Music
9032,Dennis Dugan,Adam Sandler,Joey Lauren Adams,Kristy Swanson,Comedy Drama,big daddy,875,6.1,Adam Sandler Joey Lauren Adams Kristy Swanson Dennis Dugan Comedy Drama
2770,J.B. Rogers,Jason Biggs,Thomas Ian Nicholas,Chris Klein,Comedy Romance,american pie 2,1344,6,Jason Biggs Thomas Ian Nicholas Chris Klein J.B. Rogers Comedy Romance
862,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Animation Comedy Family,toy story,5269,7.7,Tom Hanks Tim Allen Don Rickles John Lasseter Animation Comedy Family
1637,Jan de Bont,Keanu Reeves,Dennis Hopper,Sandra Bullock,Action Adventure Crime,speed,1783,6.8,Keanu Reeves Dennis Hopper Sandra Bullock Jan de Bont Action Adventure Crime
72570,Michael Sucsy,Rachel McAdams,Channing Tatum,Sam Neill,Drama Romance,the vow,1293,7,Rachel McAdams Channing Tatum Sam Neill Michael Sucsy Drama Romance
27569,Tom Vaughan,Harrison Ford,Brendan Fraser,Keri Russell,Drama,extraordinary measures,89,6,Harrison Ford Brendan Fraser Keri Russell Tom Vaughan Drama
10637,Boaz Yakin,Denzel Washington,Will Patton,Ryan Hurst,Drama,remember the titans,821,7.4,Denzel Washington Will Patton Ryan Hurst Boaz Yakin Drama
1669,John McTiernan,Alec Baldwin,Sean Connery,Scott Glenn,Action Adventure Thriller,the hunt for red october,957,7.2,Alec Baldwin Sean Connery Scott Glenn John McTiernan Action Adventure Thriller
132363,Lee Daniels,Forest Whitaker,David Banner,Michael Rainey Jr.,Drama,the butler,1101,7.2,Forest Whitaker David Banner Michael Rainey Jr. Lee Daniels Drama
9472,Rawson Marshall Thurber,Vince Vaughn,Christine Taylor,Ben Stiller,Comedy,dodgeball: a true underdog story,981,6.2,Vince Vaughn Christine Taylor Ben Stiller Rawson Marshall Thurber Comedy
2907,Barry Sonnenfeld,Raúl Juliá,Anjelica Huston,Christopher Lloyd,Horror Comedy Fantasy,the addams family,848,6.7,Raúl Juliá Anjelica Huston Christopher Lloyd Barry Sonnenfeld Horror Comedy Fantasy
9273,Steve Oedekerk,Jim Carrey,Ian McNeice,Simon Callow,Crime Comedy Adventure,ace ventura: when nature calls,1099,6.1,Jim Carrey Ian McNeice Simon Callow Steve Oedekerk Crime Comedy Adventure
9880,Garry Marshall,Anne Hathaway,Julie Andrews,Heather Matarazzo,Comedy Family Romance,the princess diaries,1023,6.5,Anne Hathaway Julie Andrews Heather Matarazzo Garry Marshall Comedy Family Romance
2925,Hugh Wilson,Goldie Hawn,Bette Midler,Diane Keaton,Comedy,the first wives club,166,6.5,Goldie Hawn Bette Midler Diane Keaton Hugh Wilson Comedy
807,David Fincher,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Crime Mystery Thriller,se7en,5765,8.1,Brad Pitt Morgan Freeman Gwyneth Paltrow David Fincher Crime Mystery Thriller
17654,Neill Blomkamp,Sharlto Copley,Jason Cope,Nathalie Boltt,Sci-Fi,district 9,3382,7.3,Sharlto Copley Jason Cope Nathalie Boltt Neill Blomkamp Sci-Fi
11836,Stephen Hillenburg,Tom Kenny,Clancy Brown,Rodger Bumpass,Animation Comedy Family,the spongebob squarepants movie,574,6.7,Tom Kenny Clancy Brown Rodger Bumpass Stephen Hillenburg Animation Comedy Family
322,Clint Eastwood,Sean Penn,Tim Robbins,Kevin Bacon,Thriller Crime Drama Mystery,mystic river,1422,7.6,Sean Penn Tim Robbins Kevin Bacon Clint Eastwood Thriller Crime Drama Mystery
70,Clint Eastwood,Clint Eastwood,Hilary Swank,Morgan Freeman,Drama,million dollar baby,2439,7.7,Clint Eastwood Hilary Swank Morgan Freeman Clint Eastwood Drama
9535,Harold Ramis,Robert De Niro,Billy Crystal,Lisa Kudrow,Comedy Crime,analyze this,503,6.4,Robert De Niro Billy Crystal Lisa Kudrow Harold Ramis Comedy Crime
11036,Nick Cassavetes,Rachel McAdams,Ryan Gosling,Gena Rowlands,Romance Drama,the notebook,3067,7.7,Rachel McAdams Ryan Gosling Gena Rowlands Nick Cassavetes Romance Drama
6557,Anne Fletcher,Katherine Heigl,James Marsden,Malin Åkerman,Comedy Romance,27 dresses,978,6.1,Katherine Heigl James Marsden Malin Åkerman Anne Fletcher Comedy Romance
18126,Peter Chelsom,Miley Cyrus,Billy Ray Cyrus,Emily Osment,Comedy Drama Family Music Romance,hannah montana: the movie,449,6,Miley Cyrus Billy Ray Cyrus Emily Osment Peter Chelsom Comedy Drama Family Music Romance
16340,Stig Bergqvist,E.G. Daily,Susan Sarandon,John Lithgow,Adventure Animation Comedy Family,rugrats in paris: the movie,100,6,E.G. Daily Susan Sarandon John Lithgow Stig Bergqvist Adventure Animation Comedy Family
10333,Barbra Streisand,Nick Nolte,Barbra Streisand,Blythe Danner,Drama Romance,the prince of tides,56,5.9,Nick Nolte Barbra Streisand Blythe Danner Barbra Streisand Drama Romance
